Item_Number,District,Location,Disposition,Signal_Type,Signal_Description,Occurred_Date_Time,Charge_Code,Charge_Description,Offender_Race,Offender_Gender,Offender_Age,Offender_Number,Person_Type,Victim_Race,Victim_Gender,Victim_Age,Victim_Number,Victim_Fatal_Status,Hate_Crime,Report_Type
A-02551-19,3,GENTILLY BD & DE MONTLUZIN ST,CLOSED,21,MISCELLANEOUS INCIDENT,1/2/2019 20:20,NULL,NULL,NULL,NULL,NULL,NULL,INTERVIEW,BLACK,MALE,49,2,Non-fatal,,Incident Report
A-02552-19,1,N ROCHEBLAVE ST & CONTI ST,OPEN,35,SIMPLE BATTERY,1/2/2019 20:10,54 96,BATTERY,BLACK,MALE,NULL,1,VICTIM,BLACK,FEMALE,70,1,Non-fatal,,Incident Report
A-02555-18,6,SIMON BOLIVAR AV & 1ST ST,CLOSED,966,DRUG LAW VIOLATION,1/2/2019 20:19,54 505,POSSESSION OF MARIJUANA (1ST OFFENSE),BLACK,MALE,19,2,VICTIM,NULL,NULL,NULL,1,Non-fatal,,Incident Report
A-02555-18,6,SIMON BOLIVAR AV & 1ST ST,CLOSED,966,DRUG LAW VIOLATION,1/2/2019 20:19,54 505,POSSESSION OF MARIJUANA (1ST OFFENSE),BLACK,MALE,30,3,VICTIM,NULL,NULL,NULL,1,Non-fatal,,Incident Report
A-02555-18,6,SIMON BOLIVAR AV & 1ST ST,CLOSED,966,DRUG LAW VIOLATION,1/2/2019 20:19,54 505,POSSESSION OF MARIJUANA (1ST OFFENSE),BLACK,MALE,30,1,VICTIM,NULL,NULL,NULL,1,Non-fatal,,Incident Report
A-02555-19,6,SIMON BOLIVAR AV & 1ST ST,CLOSED,966,DRUG LAW VIOLATION,1/2/2019 20:26,54 505,POSSESSION OF MARIJUANA (1ST OFFENSE),BLACK,MALE,19,1,VICTIM,NULL,NULL,NULL,1,Non-fatal,,Incident Report
A-02555-19,6,SIMON BOLIVAR AV & 1ST ST,CLOSED,966,DRUG LAW VIOLATION,1/2/2019 20:26,54 505,POSSESSION OF MARIJUANA (1ST OFFENSE),BLACK,MALE,30,2,VICTIM,NULL,NULL,NULL,1,Non-fatal,,Incident Report
A-02555-19,6,SIMON BOLIVAR AV & 1ST ST,CLOSED,966,DRUG LAW VIOLATION,1/2/2019 20:26,54 505,POSSESSION OF MARIJUANA (1ST OFFENSE),BLACK,MALE,30,3,VICTIM,NULL,NULL,NULL,1,Non-fatal,,Incident Report
A-02568-19,2,3711 MONROE ST,CLOSED,56,SIMPLE CRIMINAL DAMAGE,1/2/2019 20:41,54 151,CRIMINAL DAMAGE TO PROPERTY,BLACK,FEMALE,28,1,VICTIM,BLACK,FEMALE,29,1,Non-fatal,,Supplemental Report
A-02581-19,2,4500 TCHOUPITOULAS ST,CLOSED,67S,SHOPLIFTING,1/2/2019 20:45,54 186,THEFT,BLACK,FEMALE,48,1,VICTIM,NULL,NULL,NULL,1,Non-fatal,,Supplemental Report
A-02583-19,1,1400 N VILLERE ST,CLOSED,966,DRUG LAW VIOLATION,1/2/2019 20:54,40 967,PROHIBITED ACTS-- SCHEDULE II DRUGS,BLACK,MALE,70,1,VICTIM,NULL,NULL,NULL,1,Non-fatal,,Supplemental Report
A-02586-19,3,I-10 & FRANKLIN AVE EXIT,OPEN,21,MISCELLANEOUS INCIDENT,1/2/2019 20:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Non-fatal,,Incident Report
A-02592-19,6,REV. JOHN RAPHAEL JR. WY & JACKSON AV,CLOSED,966,DRUG LAW VIOLATION,1/2/2019 21:05,54 505,POSSESSION OF MARIJUANA (1ST OFFENSE),BLACK,MALE,69,1,VICTIM,NULL,NULL,NULL,1,Non-fatal,,Incident Report
A-02639-19,4,1900 HENDEE ST,CLOSED,966,DRUG LAW VIOLATION,1/2/2019 21:46,54 505,SIMPLE POSSESSION OF MARIJUANA AND/OR SYNTHETIC CANNABINOIDS,BLACK,MALE,38,1,VICTIM,NULL,NULL,NULL,1,Non-fatal,,Incident Report
A-02653-19,1,2828 AUBRY ST,OPEN,62R,SIMPLE BURGLARY (RESIDENCE),1/2/2019 22:07,14 62.2,SIMPLE BURGLARY (INHABITED DWELLING),NULL,NULL,NULL,1,VICTIM,WHITE,FEMALE,50,1,Non-fatal,,Incident Report
A-02687-19,5,2371  SAINT CLAUDE AV,OPEN,35,SIMPLE BATTERY,1/2/2019 11:10,14 35,SIMPLE BATTERY,BLACK,FEMALE,19,1,VICTIM,BLACK,FEMALE,21,1,Non-fatal,,Incident Report
A-02706-19,7,7001  BUNDY RD #AA21,OPEN,62R,SIMPLE BURGLARY (RESIDENCE),1/2/2019 22:20,14 62,SIMPLE BURGLARY,NULL,NULL,NULL,1,VICTIM,BLACK,MALE,60,1,Non-fatal,,Incident Report
A-02707-19,2,3208 LOUISIANA AVENUE PW,CLOSED,35D,SIMPLE BATTERY (DOMESTIC),1/2/2019 23:36,14 35.3,DOMESTIC ABUSE BATTERY,BLACK,FEMALE,23,1,VICTIM,BLACK,MALE,44,1,Non-fatal,,Incident Report
A-02707-19,2,3208 LOUISIANA AVENUE PW,CLOSED,35D,SIMPLE BATTERY (DOMESTIC),1/2/2019 23:36,NULL,NULL,BLACK,FEMALE,23,1,WITNESS,BLACK,MALE,NULL,3,Non-fatal,,Incident Report
A-02707-19,2,3208 LOUISIANA AVENUE PW,CLOSED,35D,SIMPLE BATTERY (DOMESTIC),1/2/2019 23:36,NULL,NULL,BLACK,FEMALE,23,1,WITNESS,BLACK,MALE,NULL,2,Non-fatal,,Incident Report
A-02713-19,4,2331 HOLIDAY DR,OPEN,21,MISCELLANEOUS INCIDENT,1/2/2019 23:30,NULL,NULL,BLACK,MALE,NULL,1,INTERVIEW,BLACK,MALE,14,1,Non-fatal,,Incident Report
A-02713-19,4,2331 HOLIDAY DR,OPEN,21,MISCELLANEOUS INCIDENT,1/2/2019 23:30,54 151,CRIMINAL DAMAGE TO PROPERTY,BLACK,MALE,NULL,1,VICTIM,BLACK,FEMALE,30,1,Non-fatal,,Incident Report
A-02718-19,6,2127 PRYTANIA ST,OPEN,67F,THEFT BY FRAUD,1/2/2019 18:00,14 67,THEFT,BLACK,FEMALE,26,1,VICTIM,UNKNOWN,MALE,58,1,Non-fatal,,Incident Report
A-02718-19,6,2127 PRYTANIA ST,OPEN,67F,THEFT BY FRAUD,1/2/2019 18:00,NULL,NULL,BLACK,FEMALE,26,1,WITNESS,UNKNOWN,MALE,NULL,2,Non-fatal,,Incident Report
A-02718-19,6,2127 PRYTANIA ST,OPEN,67F,THEFT BY FRAUD,1/2/2019 18:00,14 69,ILLEGAL POSSESSION OF STOLEN THINGS,BLACK,FEMALE,26,1,VICTIM,UNKNOWN,MALE,58,1,Non-fatal,,Incident Report
A-02720-19,8,911 BURGUNDY ST #154,CLOSED,62B,SIMPLE BURGLARY (BUSINESS),1/2/2019 20:38,14 62,SIMPLE BURGLARY,WHITE,MALE,40,1,VICTIM,NULL,NULL,NULL,1,Non-fatal,,Supplemental Report
A-02727-19,6,2424 SAINT ANDREW ST,OPEN,103D,DISTURBANCE (DOMESTIC),1/2/2019 23:55,NULL,NULL,NULL,NULL,NULL,NULL,REPORTING PERSON,BLACK,MALE,57,1,Non-fatal,,Incident Report
A-02727-19,6,2424 SAINT ANDREW ST,OPEN,103D,DISTURBANCE (DOMESTIC),1/2/2019 23:55,NULL,NULL,NULL,NULL,NULL,NULL,INTERVIEW,BLACK,FEMALE,55,2,Non-fatal,,Incident Report
A-02733-19,7,7801 SUN ST,OPEN,35,SIMPLE BATTERY,1/3/2019 0:01,NULL,NULL,BLACK,FEMALE,NULL,1,INTERVIEW,BLACK,FEMALE,34,1,Non-fatal,,Incident Report
A-02733-19,7,7801 SUN ST,OPEN,35,SIMPLE BATTERY,1/3/2019 0:01,14 35,SIMPLE BATTERY,BLACK,FEMALE,NULL,1,VICTIM,BLACK,FEMALE,30,1,Non-fatal,,Incident Report
A-02745-19,8,300 BOURBON ST,OPEN,21,MISCELLANEOUS INCIDENT,1/2/2019 23:55,NULL,NULL,NULL,NULL,NULL,NULL,VICTIM,WHITE,FEMALE,60,1,Non-fatal,,Incident Report
A-02745-19,8,300 BOURBON ST,OPEN,21,MISCELLANEOUS INCIDENT,1/2/2019 23:55,NULL,NULL,NULL,NULL,NULL,NULL,REPORTING PERSON,BLACK,FEMALE,55,1,Non-fatal,,Incident Report
A-02750-19,2,2509 PENISTON ST,CLOSED,62R,SIMPLE BURGLARY (RESIDENCE),1/3/2019 0:15,14 62.3,UNAUTHORIZED ENTRY (INHAB.DWELLING),WHITE,MALE,28,1,VICTIM,WHITE,FEMALE,22,1,Non-fatal,,Supplemental Report
A-02759-18,8,625 CAMP ST,OPEN,67,THEFT,1/2/2019 21:00,14 67,THEFT,NULL,NULL,NULL,1,VICTIM,WHITE,MALE,37,1,Non-fatal,,Incident Report
A-02759-19,8,625 CAMP ST,OPEN,67,THEFT,1/2/2019 21:00,14 67,THEFT,NULL,NULL,NULL,1,VICTIM,WHITE,MALE,37,1,Non-fatal,,Incident Report
A-02766-19,8,1000 TOULOUSE ST,CLOSED,34C,AGGRAVATED BATTERY (CUTTING),1/3/2019 0:30,14 34,AGG. BATTERY,BLACK,MALE,23,1,VICTIM,BLACK,MALE,22,1,Non-fatal,,Incident Report
A-02766-19,8,1000 TOULOUSE ST,CLOSED,34C,AGGRAVATED BATTERY (CUTTING),1/3/2019 0:30,NULL,NULL,BLACK,MALE,23,1,WITNESS,BLACK,MALE,24,1,Non-fatal,,Incident Report
A-02770-19,7,6543 FOCH RD,OPEN,67A,AUTO THEFT,1/3/2019 0:40,NULL,NULL,NULL,NULL,NULL,NULL,VICTIM,BLACK,FEMALE,43,1,Non-fatal,,Supplemental Report
A-02781-19,5,LAW ST & SAINT BERNARD AV,CLOSED,966,DRUG LAW VIOLATION,1/3/2019 12:35,54 505,POSSESSION OF MARIJUANA (1ST OFFENSE),BLACK,FEMALE,20,1,VICTIM,NULL,NULL,NULL,1,Non-fatal,,Incident Report
A-02789-19,7,4901 DOWNMAN RD,OPEN,35D,SIMPLE BATTERY (DOMESTIC),1/3/2019 1:02,14 35.3,DOMESTIC ABUSE BATTERY,NULL,NULL,NULL,1,VICTIM,UNKNOWN,FEMALE,NULL,1,Non-fatal,,Incident Report
A-02795-19,7,4761  FRANCIS DR,OPEN,103D,DISTURBANCE (DOMESTIC),1/3/2019 1:13,NULL,NULL,NULL,NULL,NULL,NULL,REPORTING PERSON,BLACK,FEMALE,30,1,Non-fatal,,Incident Report
A-02796-19,2,2021 JENA ST,OPEN,29,DEATH,1/2/2019 1:13,NULL,NULL,NULL,NULL,NULL,NULL,REPORTING PERSON,WHITE,FEMALE,NULL,1,Non-fatal,,Incident Report
A-02805-19,8,539 BIENVENUE ST,OPEN,56,SIMPLE CRIMINAL DAMAGE,1/3/2019 1:20,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,UNKNOWN,NULL,NULL,1,VICTIM,NULL,NULL,NULL,1,Non-fatal,,Incident Report
A-02812-19,5,606 EGANIA ST,OPEN,35,SIMPLE BATTERY,1/3/2019 1:00,14 67,THEFT,WHITE,MALE,NULL,1,VICTIM,BLACK,MALE,43,2,Non-fatal,,Incident Report
A-02812-19,5,606 EGANIA ST,OPEN,35,SIMPLE BATTERY,1/3/2019 1:00,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,WHITE,MALE,NULL,1,VICTIM,BLACK,MALE,43,2,Non-fatal,,Incident Report
A-02812-19,5,606 EGANIA ST,OPEN,35,SIMPLE BATTERY,1/3/2019 1:00,14 35,SIMPLE BATTERY,WHITE,MALE,NULL,1,VICTIM,WHITE,MALE,63,1,Non-fatal,,Incident Report
A-02829-19,7,9696 HAYNE BD,OPEN,62C,SIMPLE BURGLARY (VEHICLE),1/3/2019 1:19,NULL,NULL,BLACK,MALE,NULL,2,VICTIM,ASIAN,FEMALE,NULL,2,Non-fatal,,Incident Report
A-02829-19,7,9696 HAYNE BD,OPEN,62C,SIMPLE BURGLARY (VEHICLE),1/3/2019 1:19,14 62,SIMPLE BURGLARY,NULL,NULL,NULL,1,VICTIM,ASIAN,FEMALE,NULL,2,Non-fatal,,Incident Report
A-02829-19,7,9696 HAYNE BD,OPEN,62C,SIMPLE BURGLARY (VEHICLE),1/3/2019 1:19,NULL,NULL,NULL,NULL,NULL,1,REPORTING PERSON,BLACK,MALE,29,1,Non-fatal,,Incident Report
A-02829-19,7,9696 HAYNE BD,OPEN,62C,SIMPLE BURGLARY (VEHICLE),1/3/2019 1:19,NULL,NULL,BLACK,MALE,NULL,2,REPORTING PERSON,BLACK,MALE,29,1,Non-fatal,,Incident Report
A-02829-19,7,9696 HAYNE BD,OPEN,62C,SIMPLE BURGLARY (VEHICLE),1/3/2019 1:19,14 62,SIMPLE BURGLARY,BLACK,MALE,NULL,2,VICTIM,BLACK,FEMALE,NULL,3,Non-fatal,,Incident Report
A-02829-19,7,9696 HAYNE BD,OPEN,62C,SIMPLE BURGLARY (VEHICLE),1/3/2019 1:19,14 67,THEFT,BLACK,MALE,NULL,2,VICTIM,BLACK,FEMALE,NULL,3,Non-fatal,,Incident Report
A-02829-19,7,9696 HAYNE BD,OPEN,62C,SIMPLE BURGLARY (VEHICLE),1/3/2019 1:19,NULL,NULL,NULL,NULL,NULL,1,VICTIM,BLACK,FEMALE,NULL,3,Non-fatal,,Incident Report
A-02836-19,8,400 ESPLANADE AV,OPEN,56,SIMPLE CRIMINAL DAMAGE,1/3/2019 1:00,NULL,NULL,NULL,NULL,NULL,1,REPORTING PERSON,BLACK,FEMALE,42,1,Non-fatal,,Incident Report
A-02836-19,8,400 ESPLANADE AV,OPEN,56,SIMPLE CRIMINAL DAMAGE,1/3/2019 1:00,54 151,CRIMINAL DAMAGE TO PROPERTY,NULL,NULL,NULL,1,VICTIM,NULL,NULL,NULL,1,Non-fatal,,Incident Report
A-02838-19,4,3704 GARDEN OAKS DR #C,OPEN,103D,DISTURBANCE (DOMESTIC),1/2/2019 1:40,NULL,NULL,NULL,NULL,NULL,NULL,REPORTING PERSON,BLACK,FEMALE,32,1,Non-fatal,,Incident Report
A-02840-19,7,7458 BRIARHEATH DR,OPEN,29U,UNCLASSIFIED DEATH,1/3/2019 1:57,NULL,NULL,NULL,NULL,NULL,NULL,VICTIM,BLACK,MALE,NULL,1,Non-fatal,,Incident Report
A-02840-19,7,7458 BRIARHEATH DR,OPEN,29U,UNCLASSIFIED DEATH,1/3/2019 1:57,NULL,NULL,NULL,NULL,NULL,NULL,REPORTING PERSON,BLACK,FEMALE,48,1,Non-fatal,,Incident Report
A-02840-19,7,7458 BRIARHEATH DR,OPEN,29U,UNCLASSIFIED DEATH,1/3/2019 1:57,NULL,NULL,NULL,NULL,NULL,NULL,VICTIM,BLACK,FEMALE,NULL,2,Non-fatal,,Incident Report
A-02841-19,5,1800 FRANKLIN AV,CLOSED,966,DRUG LAW VIOLATION,1/3/2019 1:55,14 95.1,POSSESSION OF FIREARM BY FELON,BLACK,MALE,35,1,VICTIM,NULL,NULL,NULL,1,Non-fatal,,Supplemental Report
A-02841-19,5,1800 FRANKLIN AV,CLOSED,966,DRUG LAW VIOLATION,1/3/2019 1:55,40 967,PROHIBITED ACTS-- SCHEDULE II DRUGS,BLACK,MALE,35,1,VICTIM,NULL,NULL,NULL,1,Non-fatal,,Supplemental Report
A-02841-19,5,1800 FRANKLIN AV,CLOSED,966,DRUG LAW VIOLATION,1/3/2019 1:55,14 95.E,ILLEGAL CARRYING OF A WEAPON WHILE IN POSSESSION OF NARCOTICS,BLACK,MALE,35,1,VICTIM,NULL,NULL,NULL,1,Non-fatal,,Supplemental Report
A-02844-19,7,7300  BULLARD AV,OPEN,34S,AGGRAVATED BATTERY (SHOOTING),1/3/2019 2:03,14 34,AGG. BATTERY,BLACK,MALE,NULL,1,VICTIM,BLACK,MALE,14,1,Non-fatal,,Incident Report
A-02844-19,7,7300  BULLARD AV,OPEN,34S,AGGRAVATED BATTERY (SHOOTING),1/3/2019 2:03,14 34,AGG. BATTERY,BLACK,MALE,NULL,2,VICTIM,BLACK,MALE,14,1,Non-fatal,,Incident Report
A-02844-19,7,7300  BULLARD AV,OPEN,34S,AGGRAVATED BATTERY (SHOOTING),1/3/2019 2:03,NULL,NULL,BLACK,MALE,NULL,2,VICTIM,BLACK,MALE,18,2,Non-fatal,,Incident Report
A-02844-19,7,7300  BULLARD AV,OPEN,34S,AGGRAVATED BATTERY (SHOOTING),1/3/2019 2:03,NULL,NULL,BLACK,MALE,NULL,3,VICTIM,BLACK,MALE,18,2,Non-fatal,,Incident Report
A-02844-19,7,7300  BULLARD AV,OPEN,34S,AGGRAVATED BATTERY (SHOOTING),1/3/2019 2:03,NULL,NULL,BLACK,MALE,NULL,1,WITNESS,BLACK,MALE,16,2,Non-fatal,,Incident Report
A-02844-19,7,7300  BULLARD AV,OPEN,34S,AGGRAVATED BATTERY (SHOOTING),1/3/2019 2:03,NULL,NULL,BLACK,MALE,NULL,2,WITNESS,BLACK,MALE,16,2,Non-fatal,,Incident Report
A-02844-19,7,7300  BULLARD AV,OPEN,34S,AGGRAVATED BATTERY (SHOOTING),1/3/2019 2:03,NULL,NULL,BLACK,MALE,NULL,3,WITNESS,BLACK,MALE,16,2,Non-fatal,,Incident Report
A-02844-19,7,7300  BULLARD AV,OPEN,34S,AGGRAVATED BATTERY (SHOOTING),1/3/2019 2:03,NULL,NULL,BLACK,MALE,NULL,1,WITNESS,BLACK,MALE,16,3,Non-fatal,,Incident Report
A-02844-19,7,7300  BULLARD AV,OPEN,34S,AGGRAVATED BATTERY (SHOOTING),1/3/2019 2:03,NULL,NULL,BLACK,MALE,NULL,2,WITNESS,BLACK,MALE,16,3,Non-fatal,,Incident Report
A-02844-19,7,7300  BULLARD AV,OPEN,34S,AGGRAVATED BATTERY (SHOOTING),1/3/2019 2:03,NULL,NULL,BLACK,MALE,NULL,3,WITNESS,BLACK,MALE,16,3,Non-fatal,,Incident Report
A-02844-19,7,7300  BULLARD AV,OPEN,34S,AGGRAVATED BATTERY (SHOOTING),1/3/2019 2:03,14 34,AGG. BATTERY,BLACK,MALE,NULL,3,VICTIM,BLACK,MALE,14,1,Non-fatal,,Incident Report
A-02844-19,7,7300  BULLARD AV,OPEN,34S,AGGRAVATED BATTERY (SHOOTING),1/3/2019 2:03,NULL,NULL,BLACK,MALE,NULL,1,VICTIM,BLACK,MALE,18,2,Non-fatal,,Incident Report
A-02844-19,7,7300  BULLARD AV,OPEN,34S,AGGRAVATED BATTERY (SHOOTING),1/3/2019 2:03,NULL,NULL,BLACK,MALE,NULL,1,WITNESS,BLACK,MALE,16,1,Non-fatal,,Incident Report
A-02844-19,7,7300  BULLARD AV,OPEN,34S,AGGRAVATED BATTERY (SHOOTING),1/3/2019 2:03,NULL,NULL,BLACK,MALE,NULL,2,WITNESS,BLACK,MALE,16,1,Non-fatal,,Incident Report
A-02844-19,7,7300  BULLARD AV,OPEN,34S,AGGRAVATED BATTERY (SHOOTING),1/3/2019 2:03,NULL,NULL,BLACK,MALE,NULL,3,WITNESS,BLACK,MALE,16,1,Non-fatal,,Incident Report
A-02847-19,7,13335 CURRAN BD,OPEN,62C,SIMPLE BURGLARY (VEHICLE),1/3/2019 1:45,14 62,SIMPLE BURGLARY,BLACK,MALE,NULL,1,VICTIM,BLACK,MALE,46,1,Non-fatal,,Incident Report
A-02847-19,7,13335 CURRAN BD,OPEN,62C,SIMPLE BURGLARY (VEHICLE),1/3/2019 1:45,14 62,SIMPLE BURGLARY,BLACK,MALE,NULL,2,VICTIM,BLACK,MALE,46,1,Non-fatal,,Incident Report
A-02853-19,7,13000 DEAUVILLE CT,CLOSED,966,DRUG LAW VIOLATION,1/3/2019 2:15,54 505,SIMPLE POSSESSION OF MARIJUANA AND/OR SYNTHETIC CANNABINOIDS,BLACK,MALE,18,1,VICTIM,NULL,NULL,NULL,1,Non-fatal,,Incident Report
A-02855-19,8,600 S rampart ST,OPEN,62C,SIMPLE BURGLARY (VEHICLE),1/2/2019 11:55,14 62,SIMPLE BURGLARY,NULL,NULL,NULL,2,VICTIM,HISPANIC,FEMALE,30,1,Non-fatal,,Incident Report
A-02855-19,8,600 S rampart ST,OPEN,62C,SIMPLE BURGLARY (VEHICLE),1/2/2019 11:55,14 62,SIMPLE BURGLARY,NULL,NULL,NULL,1,VICTIM,HISPANIC,FEMALE,30,1,Non-fatal,,Incident Report
A-02868-19,3,3032 ELYSIAN FIELDS AV,CLOSED,21,MISCELLANEOUS INCIDENT,1/3/2019 1:27,COURT CAPIAS,CDC WARRANT#,BLACK,MALE,20,1,VICTIM,NULL,NULL,NULL,1,Non-fatal,,Incident Report
A-02869-19,3,3032 ELYSIAN FIELDS AV,CLOSED,21,MISCELLANEOUS INCIDENT,1/3/2019 1:27,PROBATION AND PAROLE,VIOLATION#,BLACK,MALE,20,1,VICTIM,NULL,NULL,NULL,1,Non-fatal,,Incident Report
A-02906-19,4,4545 MACARTHUR BD,OPEN,56,SIMPLE CRIMINAL DAMAGE,1/3/2019 3:20,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,NULL,NULL,NULL,1,VICTIM,WHITE,MALE,56,1,Non-fatal,,Incident Report
A-02922-19,8,115 ROYAL ST,CLOSED,56,SIMPLE CRIMINAL DAMAGE,1/3/2019 3:45,54 151,CRIMINAL DAMAGE TO PROPERTY,WHITE,MALE,60,1,VICTIM,NULL,NULL,NULL,1,Non-fatal,,Incident Report
A-02922-19,8,115 ROYAL ST,CLOSED,56,SIMPLE CRIMINAL DAMAGE,1/3/2019 3:45,54 153,CRIMINAL TRESPASS,WHITE,MALE,60,1,VICTIM,NULL,NULL,NULL,1,Non-fatal,,Incident Report
A-02922-19,8,115 ROYAL ST,CLOSED,56,SIMPLE CRIMINAL DAMAGE,1/3/2019 3:45,54 405,PUBLIC DRUNK; DRUG INCAPACITATION,WHITE,MALE,60,1,VICTIM,NULL,NULL,NULL,2,Non-fatal,,Incident Report
A-02943-19,3,1909 N BROAD ST,CLOSED,34C,AGGRAVATED BATTERY (CUTTING),1/3/2019 3:30,14 34.7,AGG. SECOND DEGREE BATTERY,BLACK,FEMALE,28,1,VICTIM,BLACK,FEMALE,43,1,Non-fatal,,Supplemental Report
A-02945-19,1,2854 GRAND ROUTE ST JOHN,OPEN,67A,AUTO THEFT,1/3/2019 3:15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Non-fatal,,Supplemental Report
A-02953-19,5,1419 FRENCHMAN ST,OPEN,103D,DISTURBANCE (DOMESTIC),1/3/2019 4:35,NULL,NULL,NULL,NULL,NULL,NULL,REPORTING PERSON,BLACK,MALE,52,1,Non-fatal,,Incident Report
A-02953-19,5,1419 FRENCHMAN ST,OPEN,103D,DISTURBANCE (DOMESTIC),1/3/2019 4:35,NULL,NULL,NULL,NULL,NULL,NULL,INTERVIEW,BLACK,FEMALE,50,2,Non-fatal,,Incident Report
A-02953-19,5,1419 FRENCHMAN ST,OPEN,103D,DISTURBANCE (DOMESTIC),1/3/2019 4:35,NULL,NULL,NULL,NULL,NULL,NULL,INTERVIEW,BLACK,FEMALE,16,3,Non-fatal,,Incident Report
A-02958-19,4,1430 SOUTHLAWN BD,OPEN,103D,DISTURBANCE (DOMESTIC),1/3/2019 4:15,NULL,NULL,NULL,NULL,NULL,NULL,REPORTING PERSON,WHITE,FEMALE,39,1,Non-fatal,,Incident Report
A-02958-19,4,1430 SOUTHLAWN BD,OPEN,103D,DISTURBANCE (DOMESTIC),1/3/2019 4:15,NULL,NULL,NULL,NULL,NULL,NULL,INTERVIEW,BLACK,MALE,26,1,Non-fatal,,Incident Report
A-02966-19,1,1900 BAYOU RD,OPEN,27-67C,ATTEMPTED THEFT FROM EXTERIOR OF VEHICLE,1/3/2019 4:40,NULL,NULL,BLACK,MALE,NULL,1,INTERVIEW,BLACK,MALE,36,2,Non-fatal,,Incident Report
A-02966-19,1,1900 BAYOU RD,OPEN,27-67C,ATTEMPTED THEFT FROM EXTERIOR OF VEHICLE,1/3/2019 4:40,NULL,NULL,UNKNOWN,NULL,NULL,2,INTERVIEW,BLACK,MALE,36,2,Non-fatal,,Incident Report
A-02966-19,1,1900 BAYOU RD,OPEN,27-67C,ATTEMPTED THEFT FROM EXTERIOR OF VEHICLE,1/3/2019 4:40,14 (27) 67,ATTEMPT - THEFT,BLACK,MALE,NULL,1,VICTIM,BLACK,MALE,49,1,Non-fatal,,Incident Report
A-02966-19,1,1900 BAYOU RD,OPEN,27-67C,ATTEMPTED THEFT FROM EXTERIOR OF VEHICLE,1/3/2019 4:40,14 (27) 67,ATTEMPT - THEFT,UNKNOWN,NULL,NULL,2,VICTIM,BLACK,MALE,49,1,Non-fatal,,Incident Report
A-02985-19,8,400 POYDRAS ST,OPEN,67F,THEFT BY FRAUD,1/3/2019 8:13,14 67,THEFT,NULL,NULL,NULL,1,VICTIM,WHITE,FEMALE,61,1,Non-fatal,,Incident Report
A-02985-19,8,400 POYDRAS ST,OPEN,67F,THEFT BY FRAUD,1/3/2019 8:13,14 67.16,IDENTITY THEFT,NULL,NULL,NULL,1,VICTIM,WHITE,FEMALE,61,1,Non-fatal,,Incident Report
A-02994-19,1,DUMAINE ST & DERBIGNY ST,OPEN,35,SIMPLE BATTERY,1/3/2019 5:45,54 96,BATTERY,NULL,NULL,NULL,1,VICTIM,BLACK,MALE,44,1,Non-fatal,,Incident Report
A-02995-19,3,2400 VIENNA ST,OPEN,67AR,AUTO THEFT & RECOVERY,1/3/2019 5:30,14 67.26,THEFT OF A MOTOR VEHICLE,NULL,NULL,NULL,1,VICTIM,WHITE,FEMALE,40,1,Non-fatal,,Incident Report
A-03005-20,8,910 IBERVILLE ST,OPEN,21P,LOST PROPERTY,12/31/2019 10:00,NULL,NULL,NULL,NULL,NULL,1,VICTIM,BLACK,MALE,30,1,Non-fatal,,Incident Report
A-03007-19,2,S CARROLLTON AV & FORSHEY ST,CLOSED,17F,FUGITIVE ATTACHMENT,1/3/2019 5:39,FUGITIVE ATTACHMENT,WARRANT ISSUED BY,BLACK,MALE,34,1,VICTIM,NULL,NULL,NULL,1,Non-fatal,,Incident Report
A-03011-20,6,1522 S SARATOGA ST,OPEN,103D,DISTURBANCE (DOMESTIC),12/28/2019 20:00,NULL,NULL,NULL,NULL,NULL,NULL,REPORTING PERSON,BLACK,MALE,42,1,Non-fatal,,Incident Report
A-03011-20,6,1522 S SARATOGA ST,OPEN,103D,DISTURBANCE (DOMESTIC),12/28/2019 20:00,NULL,NULL,NULL,NULL,NULL,NULL,INTERVIEW,BLACK,MALE,16,2,Non-fatal,,Incident Report
A-03016-19,8,722 GIROD ST,OPEN,67,THEFT,1/2/2019 22:15,NULL,NULL,NULL,NULL,NULL,1,REPORTING PERSON,WHITE,MALE,61,1,Non-fatal,,Incident Report
A-03016-19,8,722 GIROD ST,OPEN,67,THEFT,1/2/2019 22:15,14 67,THEFT,NULL,NULL,NULL,1,VICTIM,NULL,NULL,NULL,1,Non-fatal,,Incident Report
A-03020-19,2,2000 S SALCEDO ST,OPEN,62C,SIMPLE BURGLARY (VEHICLE),1/3/2019 6:00,14 62,SIMPLE BURGLARY,NULL,NULL,NULL,1,VICTIM,WHITE,MALE,37,2,Non-fatal,,Incident Report
A-03020-19,2,2000 S SALCEDO ST,OPEN,62C,SIMPLE BURGLARY (VEHICLE),1/3/2019 6:00,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,NULL,NULL,NULL,1,VICTIM,WHITE,MALE,37,2,Non-fatal,,Incident Report
